age,job,balance,housing,loan,contact,campaign,pdays,poutcome,month_num,was_contacted_previously,age_group,proba_deposit(%),predicted_label
41,blue-collar,203.0,no,no,cellular,2.0,0,unknown,7,0,35-45,56.5,yes
49,management,4020.5,no,no,cellular,2.0,0,unknown,11,0,45-55,50.0,no
39,technician,902.0,yes,no,cellular,2.0,180,failure,2,1,35-45,52.5,yes
40,entrepreneur,0.0,no,no,unknown,4.0,0,unknown,6,0,35-45,19.5,no
42,blue-collar,1598.0,yes,yes,cellular,2.0,0,unknown,4,0,35-45,22.0,no
36,management,4020.5,yes,no,unknown,1.0,0,unknown,5,0,35-45,19.0,no
41,admin.,882.0,yes,yes,unknown,2.0,0,unknown,5,0,35-45,9.5,no
37,blue-collar,1796.0,yes,yes,cellular,2.0,0,unknown,4,0,35-45,27.0,no
30,self-employed,2666.0,no,no,cellular,2.0,93,success,8,1,25-35,95.5,yes
27,services,1347.0,no,no,telephone,1.0,193,success,12,1,25-35,88.5,yes
59,admin.,2343.0,yes,no,unknown,1.0,0,unknown,5,0,55-65,19.5,no
28,blue-collar,38.0,yes,no,unknown,1.0,0,unknown,5,0,25-35,8.0,no
52,blue-collar,230.0,yes,no,cellular,2.0,170,failure,5,1,45-55,43.0,no
34,blue-collar,3986.0,yes,no,cellular,2.0,0,unknown,4,0,25-35,39.5,no
29,services,191.0,yes,no,cellular,1.0,0,unknown,4,0,25-35,37.5,no
27,technician,4020.5,yes,no,unknown,6.0,0,unknown,5,0,25-35,30.5,no
44,housemaid,299.0,no,no,cellular,1.0,0,unknown,11,0,35-45,48.0,no
25,management,1272.0,yes,no,cellular,2.0,0,unknown,7,0,<25,68.0,yes
30,admin.,523.0,no,yes,cellular,1.0,0,unknown,3,0,25-35,51.5,yes
55,retired,816.0,no,no,cellular,3.0,0,unknown,11,0,45-55,50.5,yes
46,blue-collar,1568.0,yes,no,cellular,1.0,55,other,6,1,45-55,74.0,yes
39,unemployed,265.0,yes,no,unknown,1.0,555,other,5,1,35-45,57.0,yes
70,retired,275.0,no,no,cellular,1.0,0,unknown,4,0,65+,96.0,yes
59,services,1.0,yes,no,cellular,1.0,253,other,1,1,55-65,40.0,no
33,management,808.0,yes,no,cellular,6.0,0,unknown,8,0,25-35,18.0,no
29,housemaid,417.0,no,no,cellular,2.0,0,unknown,7,0,25-35,45.0,no
40,admin.,985.0,yes,no,cellular,3.0,50,failure,6,1,35-45,47.0,no
29,student,2929.0,no,no,cellular,1.0,0,unknown,8,0,25-35,88.5,yes
31,management,459.0,no,no,cellular,6.0,0,unknown,8,0,25-35,41.0,no
31,management,859.0,yes,yes,cellular,3.0,0,unknown,8,0,25-35,34.5,no
28,technician,0.0,yes,no,cellular,1.0,40,failure,5,1,25-35,64.5,yes
42,technician,1364.0,yes,no,unknown,6.0,0,unknown,5,0,35-45,35.5,no
43,technician,4020.5,yes,no,cellular,2.0,0,unknown,8,0,35-45,21.5,no
57,retired,168.0,no,no,cellular,1.0,0,unknown,8,0,55-65,31.5,no
62,management,997.0,no,no,cellular,1.0,304,success,4,1,55-65,95.0,yes
34,blue-collar,3527.0,yes,no,cellular,1.0,0,unknown,11,0,25-35,22.5,no
46,management,-130.0,yes,no,cellular,2.0,0,unknown,3,0,45-55,50.0,no
35,admin.,777.0,no,yes,cellular,1.0,0,unknown,5,0,25-35,53.5,yes
55,blue-collar,410.0,no,yes,cellular,2.0,0,unknown,7,0,45-55,23.5,no
30,unemployed,463.0,no,no,cellular,4.0,0,unknown,8,0,25-35,21.5,no
40,management,4020.5,no,no,cellular,3.0,439,failure,7,1,35-45,85.0,yes
33,management,2364.0,no,no,cellular,1.0,0,unknown,5,0,25-35,79.0,yes
48,entrepreneur,183.0,yes,no,unknown,6.0,0,unknown,6,0,45-55,19.0,no
32,admin.,35.0,no,no,cellular,3.0,126,success,12,1,25-35,86.0,yes
35,unemployed,1054.0,yes,yes,cellular,1.0,0,unknown,11,0,25-35,25.5,no
28,blue-collar,61.0,yes,no,cellular,1.0,174,success,2,1,25-35,79.0,yes
24,management,86.0,no,no,unknown,2.0,0,unknown,6,0,<25,41.5,no
24,management,1.0,no,no,cellular,5.0,0,unknown,5,0,<25,73.0,yes
53,housemaid,292.0,no,no,unknown,2.0,0,unknown,6,0,45-55,5.5,no
54,retired,522.0,no,yes,cellular,3.0,0,unknown,7,0,45-55,46.0,no
50,admin.,4020.5,no,no,cellular,1.0,0,unknown,11,0,45-55,42.0,no
32,management,718.0,yes,no,cellular,1.0,197,success,12,1,25-35,80.5,yes
33,management,4020.5,no,no,cellular,1.0,0,unknown,11,0,25-35,57.0,yes
46,self-employed,2032.0,no,no,cellular,2.0,0,unknown,7,0,45-55,56.0,yes
44,technician,1901.0,no,no,cellular,2.0,0,unknown,8,0,35-45,25.0,no
37,management,393.0,yes,no,cellular,2.0,104,success,8,1,35-45,91.5,yes
27,technician,2.0,yes,yes,cellular,2.0,356,failure,5,1,25-35,38.5,no
35,admin.,318.0,yes,yes,cellular,1.0,0,unknown,10,0,25-35,44.0,no
32,management,41.0,no,no,cellular,5.0,0,unknown,8,0,25-35,13.5,no
47,technician,2283.0,yes,no,cellular,2.0,0,unknown,11,0,45-55,61.0,yes
52,blue-collar,331.0,no,no,cellular,4.0,0,unknown,8,0,45-55,53.0,yes
43,technician,0.0,yes,no,cellular,2.0,342,failure,5,1,35-45,19.0,no
27,admin.,1293.0,yes,no,cellular,3.0,0,unknown,4,0,25-35,58.0,yes
48,blue-collar,343.0,no,no,unknown,1.0,0,unknown,6,0,45-55,32.5,no
66,retired,2883.0,no,no,cellular,1.0,0,unknown,4,0,65+,77.5,yes
35,management,53.0,yes,no,cellular,1.0,0,unknown,11,0,25-35,20.0,no
45,blue-collar,-184.0,yes,no,cellular,3.0,170,failure,5,1,35-45,45.5,no
51,services,3413.0,no,no,cellular,6.0,0,unknown,8,0,45-55,25.0,no
25,management,219.0,no,no,cellular,1.0,96,success,8,1,<25,96.0,yes
76,self-employed,4020.5,no,no,telephone,1.0,182,success,4,1,65+,98.0,yes
30,technician,2166.0,no,no,cellular,2.0,0,unknown,1,0,25-35,56.5,yes
62,retired,1515.0,yes,no,cellular,1.0,187,failure,10,1,55-65,57.5,yes
31,management,216.0,no,no,cellular,1.0,0,unknown,7,0,25-35,57.0,yes
57,management,4020.5,yes,no,cellular,2.0,0,unknown,8,0,55-65,33.5,no
49,entrepreneur,4020.5,no,no,cellular,2.0,0,unknown,4,0,45-55,58.0,yes
48,admin.,476.0,no,no,unknown,3.0,0,unknown,6,0,45-55,36.5,no
54,services,171.0,no,yes,cellular,6.0,0,unknown,7,0,45-55,37.0,no
43,blue-collar,18.0,yes,no,cellular,2.0,370,other,5,1,35-45,13.5,no
30,technician,317.0,yes,no,cellular,5.0,0,unknown,7,0,25-35,21.5,no
25,student,1608.0,no,no,cellular,2.0,0,unknown,4,0,<25,87.5,yes
18,student,108.0,no,no,cellular,1.0,183,success,2,1,<25,94.0,yes
29,self-employed,162.0,no,yes,cellular,1.0,0,unknown,7,0,25-35,34.5,no
52,housemaid,4020.5,no,no,cellular,1.0,0,unknown,9,0,45-55,67.5,yes
34,admin.,2378.0,yes,yes,telephone,1.0,0,unknown,7,0,25-35,45.0,no
32,technician,660.0,no,no,cellular,2.0,490,failure,10,1,25-35,85.5,yes
39,admin.,1388.0,yes,no,cellular,5.0,0,unknown,7,0,35-45,44.0,no
40,unemployed,72.0,no,no,cellular,1.0,0,unknown,4,0,35-45,60.0,yes
34,management,0.0,no,no,cellular,2.0,0,unknown,8,0,25-35,25.5,no
45,admin.,4020.5,no,no,cellular,1.0,0,unknown,1,0,35-45,58.0,yes
45,admin.,153.0,no,no,cellular,1.0,0,unknown,8,0,35-45,66.0,yes
33,entrepreneur,300.0,yes,yes,cellular,5.0,0,unknown,1,0,25-35,36.5,no
71,retired,0.0,no,no,cellular,1.0,171,success,2,1,65+,96.5,yes
39,management,710.0,yes,no,cellular,2.0,0,unknown,7,0,35-45,30.5,no
38,technician,565.0,yes,no,cellular,1.0,0,unknown,4,0,35-45,64.5,yes
29,management,1566.0,yes,no,unknown,1.0,0,unknown,6,0,25-35,12.0,no
44,management,2383.0,no,no,cellular,2.0,0,unknown,7,0,35-45,33.5,no
57,admin.,215.0,yes,yes,cellular,2.0,0,unknown,7,0,55-65,15.5,no
45,management,4020.5,no,no,cellular,6.0,0,unknown,8,0,35-45,82.0,yes
46,admin.,-522.0,yes,no,cellular,3.0,239,other,3,1,45-55,39.5,no
57,admin.,169.0,no,no,cellular,1.0,0,unknown,2,0,55-65,65.7,yes
57,technician,0.0,no,no,unknown,6.0,0,unknown,6,0,55-65,27.5,no
47,technician,1101.0,yes,no,cellular,3.0,0,unknown,7,0,45-55,37.5,no
32,blue-collar,435.0,yes,no,unknown,2.0,0,unknown,5,0,25-35,13.0,no
60,services,4020.5,yes,no,cellular,1.0,92,success,11,1,55-65,92.0,yes
38,student,64.0,no,no,cellular,1.0,0,unknown,8,0,35-45,53.0,yes
39,services,0.0,yes,no,cellular,1.0,0,unknown,5,0,35-45,9.5,no
38,services,0.0,yes,no,cellular,1.0,147,failure,4,1,35-45,30.5,no
40,housemaid,4020.5,no,no,cellular,6.0,0,unknown,7,0,35-45,37.5,no
32,management,1134.0,no,no,cellular,4.0,0,unknown,8,0,25-35,43.5,no
32,admin.,-32.0,no,no,cellular,1.0,185,other,1,1,25-35,61.0,yes
29,management,2955.0,no,no,cellular,2.0,0,unknown,4,0,25-35,97.5,yes
26,technician,855.0,yes,no,unknown,2.0,0,unknown,5,0,25-35,30.0,no
26,student,294.0,no,no,cellular,1.0,91,success,3,1,25-35,94.0,yes
28,blue-collar,1020.0,yes,no,unknown,1.0,0,unknown,5,0,25-35,30.5,no
31,admin.,97.0,yes,no,unknown,1.0,0,unknown,5,0,25-35,10.0,no
51,retired,1679.0,no,no,cellular,1.0,365,other,8,1,45-55,85.0,yes
36,management,0.0,yes,no,cellular,3.0,0,unknown,5,0,35-45,64.0,yes
35,technician,1629.0,no,no,cellular,4.0,0,unknown,7,0,25-35,54.5,yes
40,blue-collar,973.0,no,no,cellular,1.0,0,unknown,5,0,35-45,73.0,yes
51,management,1277.0,no,no,cellular,5.0,294,failure,2,1,45-55,60.5,yes
44,management,282.0,no,no,cellular,2.0,154,success,3,1,35-45,96.5,yes
57,retired,3738.0,yes,no,cellular,1.0,367,success,4,1,55-65,82.0,yes
61,management,985.0,no,no,cellular,6.0,0,unknown,8,0,55-65,66.0,yes
43,management,1258.0,no,no,unknown,1.0,0,unknown,10,0,35-45,82.5,yes
56,unemployed,1110.0,no,no,cellular,2.0,0,unknown,2,0,55-65,50.5,yes
36,management,-633.0,yes,no,cellular,1.0,0,unknown,7,0,35-45,16.5,no
38,management,-239.0,yes,no,unknown,2.0,0,unknown,6,0,35-45,37.5,no
30,blue-collar,228.0,no,no,cellular,1.0,365,failure,2,1,25-35,45.5,no
43,services,2557.0,yes,no,telephone,3.0,183,success,10,1,35-45,92.0,yes
44,management,4020.5,yes,yes,unknown,1.0,0,unknown,5,0,35-45,17.0,no
63,housemaid,2.0,no,no,cellular,2.0,93,success,2,1,55-65,92.5,yes
36,blue-collar,79.0,no,no,unknown,3.0,0,unknown,6,0,35-45,23.5,no
53,technician,1982.0,yes,yes,cellular,1.0,0,unknown,11,0,45-55,30.5,no
41,technician,-378.0,yes,no,cellular,1.0,253,failure,2,1,35-45,35.0,no
24,student,125.0,no,no,cellular,1.0,90,failure,11,1,<25,76.5,yes
46,blue-collar,781.0,no,no,unknown,1.0,0,unknown,5,0,45-55,14.5,no
44,management,105.0,yes,no,unknown,2.0,0,unknown,5,0,35-45,36.0,no
73,retired,508.0,no,no,cellular,1.0,0,unknown,3,0,65+,91.5,yes
36,services,394.0,no,no,cellular,1.0,0,unknown,8,0,35-45,72.0,yes
41,blue-collar,338.0,yes,no,unknown,1.0,0,unknown,5,0,35-45,5.0,no
38,services,3165.0,yes,no,unknown,2.0,0,unknown,5,0,35-45,15.5,no
51,blue-collar,0.0,no,no,unknown,6.0,0,unknown,6,0,45-55,21.5,no
43,admin.,71.0,no,no,unknown,5.0,0,unknown,5,0,35-45,38.0,no
49,blue-collar,399.0,no,no,cellular,1.0,0,unknown,1,0,45-55,63.5,yes
37,management,5.0,no,no,cellular,2.0,0,unknown,8,0,35-45,26.5,no
38,services,1313.0,no,no,unknown,2.0,0,unknown,6,0,35-45,32.0,no
35,blue-collar,40.0,yes,no,unknown,4.0,0,unknown,5,0,25-35,7.5,no
50,management,2050.0,no,no,cellular,3.0,0,unknown,8,0,45-55,45.0,no
62,blue-collar,272.0,no,no,cellular,1.0,286,failure,8,1,55-65,76.0,yes
27,blue-collar,197.0,no,no,telephone,1.0,0,unknown,7,0,25-35,49.0,no
49,blue-collar,128.0,no,no,cellular,2.0,0,unknown,8,0,45-55,20.0,no
35,services,4020.5,no,no,cellular,6.0,0,unknown,8,0,25-35,40.0,no
44,management,294.0,no,no,cellular,3.0,0,unknown,4,0,35-45,80.0,yes
24,admin.,-61.0,no,no,cellular,4.0,0,unknown,3,0,<25,67.25,yes
34,management,76.0,yes,no,cellular,2.0,371,failure,5,1,25-35,35.0,no
52,management,40.0,no,no,cellular,3.0,0,unknown,11,0,45-55,34.0,no
58,management,4020.5,yes,no,cellular,2.0,164,other,4,1,55-65,55.0,yes
35,technician,1693.0,yes,no,cellular,1.0,0,unknown,2,0,25-35,66.5,yes
30,admin.,285.0,no,no,cellular,2.0,0,unknown,2,0,25-35,74.5,yes
35,admin.,3636.0,no,yes,cellular,2.0,0,unknown,11,0,25-35,44.5,no
48,management,263.0,yes,no,unknown,2.0,0,unknown,5,0,45-55,16.0,no
30,self-employed,2666.0,no,no,cellular,1.0,0,unknown,2,0,25-35,68.5,yes
40,technician,693.0,no,no,cellular,1.0,0,unknown,1,0,35-45,62.5,yes
36,technician,35.0,no,no,cellular,2.0,0,unknown,8,0,35-45,56.0,yes
41,technician,1646.0,yes,no,cellular,1.0,184,success,2,1,35-45,96.0,yes
57,unemployed,3754.0,no,no,cellular,2.0,0,unknown,2,0,55-65,43.5,no
37,technician,157.0,yes,no,unknown,2.0,0,unknown,5,0,35-45,11.0,no
36,self-employed,353.0,no,no,cellular,2.0,181,success,8,1,35-45,89.0,yes
22,management,104.0,no,yes,cellular,1.0,185,success,10,1,<25,77.0,yes
47,blue-collar,2.0,yes,yes,cellular,4.0,190,failure,11,1,45-55,30.0,no
41,technician,188.0,no,yes,telephone,6.0,0,unknown,7,0,35-45,11.5,no
46,blue-collar,4020.5,yes,no,unknown,1.0,0,unknown,5,0,45-55,22.5,no
31,blue-collar,4020.5,no,no,cellular,1.0,128,other,10,1,25-35,45.0,no
39,technician,2983.0,no,no,cellular,1.0,0,unknown,12,0,35-45,71.0,yes
34,blue-collar,1454.0,yes,no,cellular,2.0,297,failure,2,1,25-35,22.5,no
37,admin.,245.0,yes,yes,unknown,2.0,0,unknown,5,0,35-45,25.0,no
69,retired,0.0,no,no,cellular,1.0,90,success,7,1,65+,97.0,yes
30,entrepreneur,732.0,no,no,cellular,4.0,0,unknown,2,0,25-35,50.5,yes
35,entrepreneur,1859.0,yes,no,cellular,2.0,0,unknown,7,0,25-35,42.5,no
46,blue-collar,993.0,yes,no,unknown,1.0,0,unknown,6,0,45-55,39.0,no
31,technician,165.0,no,no,cellular,4.0,0,unknown,5,0,25-35,69.0,yes
31,management,156.0,no,no,cellular,6.0,0,unknown,8,0,25-35,16.0,no
35,services,0.0,yes,no,cellular,3.0,0,unknown,7,0,25-35,27.0,no
76,retired,4020.5,no,no,cellular,1.0,0,unknown,1,0,65+,34.0,no
39,management,1423.0,yes,no,telephone,3.0,0,unknown,7,0,35-45,23.5,no
31,management,-201.0,yes,no,cellular,4.0,0,unknown,8,0,25-35,19.5,no
31,blue-collar,0.0,yes,no,unknown,1.0,0,unknown,5,0,25-35,27.5,no
36,admin.,592.0,no,no,cellular,2.0,99,failure,10,1,35-45,64.0,yes
41,entrepreneur,-413.0,yes,no,unknown,2.0,0,unknown,5,0,35-45,21.5,no
25,blue-collar,101.0,no,yes,cellular,3.0,0,unknown,7,0,<25,44.0,no
48,management,148.0,no,no,cellular,2.0,0,unknown,8,0,45-55,14.0,no
55,housemaid,976.0,no,no,cellular,1.0,94,other,6,1,45-55,78.5,yes
39,services,25.0,yes,yes,cellular,1.0,351,failure,5,1,35-45,13.5,no
39,blue-collar,1181.0,yes,no,cellular,2.0,0,unknown,7,0,35-45,51.0,yes
31,blue-collar,2137.0,no,no,unknown,1.0,0,unknown,5,0,25-35,14.5,no
37,management,4020.5,no,no,telephone,1.0,0,unknown,1,0,35-45,72.0,yes
50,management,1200.0,no,no,cellular,3.0,0,unknown,8,0,45-55,59.5,yes
44,blue-collar,88.0,yes,no,cellular,1.0,0,unknown,7,0,35-45,46.08,no
30,technician,86.0,no,no,unknown,1.0,0,unknown,8,0,25-35,18.5,no
55,admin.,1102.0,yes,no,unknown,2.0,0,unknown,5,0,45-55,9.0,no
55,management,179.0,no,no,unknown,1.0,0,unknown,6,0,45-55,46.0,no
31,technician,450.0,no,yes,cellular,2.0,129,failure,11,1,25-35,54.5,yes
36,services,38.0,no,no,unknown,4.0,0,unknown,6,0,35-45,19.0,no
52,admin.,0.0,no,no,cellular,4.0,0,unknown,8,0,45-55,20.5,no
30,services,1788.0,no,no,cellular,1.0,181,failure,8,1,25-35,89.0,yes
50,management,19.0,no,yes,cellular,1.0,0,unknown,7,0,45-55,30.0,no
37,management,1113.0,no,no,cellular,1.0,182,success,3,1,35-45,96.0,yes
77,retired,2223.0,no,no,telephone,2.0,187,success,8,1,65+,98.0,yes
32,management,2018.0,no,no,cellular,1.0,0,unknown,8,0,25-35,40.0,no
33,management,20.0,no,no,cellular,2.0,0,unknown,8,0,25-35,55.0,yes
35,technician,4020.5,yes,no,cellular,3.0,0,unknown,5,0,25-35,82.0,yes
41,blue-collar,3.0,yes,no,cellular,4.0,0,unknown,7,0,35-45,47.5,no
49,services,947.0,no,no,unknown,2.0,0,unknown,6,0,45-55,4.0,no
37,admin.,0.0,yes,no,cellular,1.0,190,success,12,1,35-45,88.5,yes
44,technician,14.0,no,no,cellular,1.0,92,success,11,1,35-45,91.0,yes
56,management,3287.0,no,no,cellular,1.0,0,unknown,4,0,55-65,90.33,yes
48,unemployed,817.0,no,no,cellular,3.0,183,success,7,1,45-55,96.0,yes
39,technician,1587.0,yes,no,cellular,3.0,0,unknown,6,0,35-45,52.5,yes
37,blue-collar,133.0,yes,no,cellular,2.0,0,unknown,5,0,35-45,13.83,no
31,management,141.0,yes,no,cellular,2.0,238,other,2,1,25-35,41.5,no
28,management,1414.0,yes,no,cellular,1.0,521,failure,7,1,25-35,85.5,yes
34,technician,103.0,yes,yes,cellular,1.0,0,unknown,7,0,25-35,38.0,no
75,retired,3810.0,yes,no,cellular,1.0,183,failure,11,1,65+,58.0,yes
40,admin.,1060.0,yes,no,cellular,3.0,0,unknown,4,0,35-45,47.5,no
38,blue-collar,0.0,no,no,cellular,1.0,75,failure,10,1,35-45,42.5,no
39,management,76.0,no,no,cellular,1.0,183,success,9,1,35-45,93.0,yes
34,admin.,67.0,yes,no,unknown,1.0,0,unknown,5,0,25-35,1.5,no
49,entrepreneur,4020.5,yes,no,cellular,1.0,0,unknown,11,0,45-55,31.0,no
32,admin.,184.0,yes,no,unknown,4.0,0,unknown,5,0,25-35,27.5,no
35,admin.,1345.0,yes,no,cellular,1.0,0,unknown,7,0,25-35,47.0,no
30,admin.,377.0,yes,no,unknown,6.0,0,unknown,6,0,25-35,16.5,no
47,entrepreneur,0.0,no,no,unknown,1.0,0,unknown,6,0,45-55,4.5,no
32,technician,1119.0,no,no,cellular,2.0,0,unknown,11,0,25-35,29.5,no
36,admin.,125.0,yes,no,unknown,1.0,0,unknown,5,0,35-45,22.5,no
54,entrepreneur,4020.5,yes,no,telephone,6.0,307,failure,4,1,45-55,40.0,no
26,management,775.0,no,no,unknown,3.0,0,unknown,5,0,25-35,38.5,no
68,retired,1146.0,no,no,cellular,2.0,110,success,3,1,65+,98.5,yes
39,services,410.0,no,no,unknown,4.0,0,unknown,6,0,35-45,6.5,no
51,management,0.0,yes,yes,cellular,1.0,84,other,8,1,45-55,42.5,no
33,management,0.0,yes,no,cellular,1.0,0,unknown,7,0,25-35,26.5,no
54,technician,3323.0,yes,yes,cellular,3.0,0,unknown,4,0,45-55,34.0,no
35,management,2486.0,yes,no,cellular,1.0,0,unknown,5,0,25-35,58.0,yes
70,retired,2064.0,no,no,cellular,1.0,0,unknown,10,0,65+,66.0,yes
40,management,964.0,yes,no,telephone,3.0,0,unknown,5,0,35-45,14.0,no
34,admin.,21.0,no,yes,cellular,1.0,92,failure,6,1,25-35,54.5,yes
49,management,322.0,no,no,cellular,4.0,0,unknown,8,0,45-55,28.5,no
55,housemaid,2152.0,no,no,unknown,2.0,0,unknown,6,0,45-55,2.5,no
39,management,2644.0,no,no,cellular,6.0,0,unknown,8,0,35-45,87.0,yes
53,admin.,0.0,yes,yes,cellular,1.0,98,failure,8,1,45-55,24.0,no
26,services,179.0,yes,yes,cellular,4.0,0,unknown,7,0,25-35,48.0,no
49,technician,596.0,yes,no,telephone,1.0,0,unknown,9,0,45-55,43.5,no
56,management,4020.5,yes,yes,cellular,1.0,196,failure,1,1,55-65,34.5,no
43,unemployed,210.0,yes,no,unknown,5.0,0,unknown,5,0,35-45,15.0,no
40,technician,568.0,yes,no,unknown,1.0,0,unknown,10,0,35-45,67.0,yes
45,management,1309.0,no,no,cellular,1.0,0,unknown,7,0,35-45,40.0,no
37,services,49.0,yes,no,unknown,2.0,0,unknown,5,0,35-45,12.0,no
58,retired,1425.0,no,no,cellular,1.0,0,unknown,4,0,55-65,92.0,yes
84,entrepreneur,0.0,no,no,telephone,2.0,0,unknown,9,0,65+,73.0,yes
33,technician,370.0,yes,no,cellular,4.0,0,unknown,8,0,25-35,17.0,no
49,technician,342.0,no,yes,cellular,3.0,0,unknown,11,0,45-55,35.5,no
50,management,4020.5,yes,no,cellular,1.0,0,unknown,5,0,45-55,51.5,yes
